date,track_title,track_id,artist_name,artist_id,album_name,album_id,date_date
2020-02-02 23:55:50.456,Get It On,0LoQuiekvzqx7n8flgEKzF,T. Rex,3dBVyJ7JuOMt4GE9607Qin,Electric Warrior,2wnq5e000z2hT7qS2F8jZ5,2020-01-29
2020-03-13 21:25:41.654,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Toys In The Attic,36IxIOGEBAXVozDSiVs09B,2020-01-29
2020-09-18 01:29:52.621,(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Out Of Our Heads,2Q5MwpTmtjscaS34mJFXQQ,2020-01-29
2020-01-14 09:06:53.837,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Kinks,08G3mGQXuHItbbsFAz50gJ,2020-01-29
2020-10-24 20:59:19.365,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-07-24 08:13:58.907,Have You Ever Seen The Rain,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,Pendulum (40th Anniversary Edition),372cMadhAGlNuDnc8TssqF,2020-01-29
2020-05-02 20:23:47.544,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-09-28 23:58:42.717,Give A Little Bit,6XUHsYE38CEbYunT983O9G,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,Even In The Quietest Moments,4X87hQ57jTYQTcYTaJWK5w,2020-01-29
2020-09-02 01:44:45.101,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,Ted Nugent,21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,71SdSYZuuy7fCWbx0iqtac,2020-01-29
2020-08-27 04:40:23.214,White Room,3Xls4cNOwy01dtrNXb1inG,Cream,74oJ4qxwOZvX6oSsu1DGnw,Wheels Of Fire,0zrtTZC7yY2TOEhnbJzSb9,2020-01-29
2020-01-01 16:37:34.568,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-06-02 04:27:37.220,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,Transformer,5SqbMEyAt8332ISGiLX0St,2020-01-29
2020-04-09 19:03:46.722,Beast Of Burden - Remastered,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,Some Girls,1Jv2AqzhgsduUik2p4k3cS,2020-01-29
2020-03-02 12:17:54.206,Paranoid,1jzDzZWeSDBg5fhNc3tczV,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,Paranoid (2009 Remastered Version),132qAo1cDiEJdA3fv4xyNK,2020-01-29
2020-06-29 06:39:27.198,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Led Zeppelin III (Remaster),6P5QHz4XtxOmS5EuiGIPut,2020-01-29
2020-10-15 14:04:37.904,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,Kansas,2hl0xAkS2AIRAu23TVMBG1,Point Of Know Return (Expanded Edition),6oU298pdPTCQnMx1PYwyUA,2020-01-29
2020-01-17 19:47:24.326,Kashmir - Remaster,6Vjk8MNXpQpi0F4BefdTyq,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Physical Graffiti (Deluxe Edition),26tH0kjUhkxBEd3ipGkx3Y,2020-01-29
2020-10-19 08:07:35.826,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Abbey Road (Remastered),0ETFjACtuP2ADo6LFhL6HN,2020-01-29
2020-08-29 13:03:36.117,Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Led Zeppelin II (1994 Remaster),70lQYZtypdCALtFVlQAcvx,2020-01-29
2020-10-07 11:15:35.556,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,Born In The U.S.A.,0PMasrHdpaoIRuHuhHp72O,2020-01-29
2020-03-13 07:27:44.658,Long Cool Woman (In a Black Dress) - 1999 Remaster,4OTw5splgMdlYklwHMHxLK,The Hollies,6waa8mKu91GjzD4NlONlNJ,Distant Light (Expanded Edition),37fVxdmMKreIb0FnffxjRI,2020-01-29
2020-06-15 18:12:20.551,We Will Rock You - Remastered,4pbJqGIASGPr0ZpGpnWkDn,Queen,1dfeR4HaWDbWqFHLkxsg1d,News Of The World (2011 Remaster),7tB40pGzj6Tg0HePj2jWZt,2020-01-29
2020-01-10 10:49:50.443,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-08-26 02:20:28.659,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,2rCS6Xwx32V27pvgFzLzlT,2020-01-29
2020-05-10 18:55:25.123,Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,Journey,0rvjqX7ttXeg3mTy8Xscbt,Escape,43wpzak9OmQfrjyksuGwp0,2020-01-29
2020-05-17 04:18:15.812,For What It's Worth,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,3PkdGRruLnJ9zCtANiDrpB,2020-01-29
2020-03-09 09:07:59.882,Pinball Wizard,6LbbHFEajG9e4m0G3L47c4,The Who,67ea9eGLXYMsO2eYQRui3w,Tommy,5cT7ee1sy2oEbFalP4asS4,2020-01-29
2020-02-09 11:43:23.493,Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,Bella Donna (Deluxe Edition),3S404OgKoVQSJ3xXrDVlp8,2020-01-29
2020-09-08 04:23:41.560,Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,Bella Donna (Deluxe Edition),3S404OgKoVQSJ3xXrDVlp8,2020-01-29
2020-09-02 18:15:41.088,White Room,3Xls4cNOwy01dtrNXb1inG,Cream,74oJ4qxwOZvX6oSsu1DGnw,Wheels Of Fire,0zrtTZC7yY2TOEhnbJzSb9,2020-01-29
2020-07-29 02:17:25.311,American Girl,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,Tom Petty & The Heartbreakers,6TLTd0P2CUI0Q29AQ1LyFi,2020-01-29
2020-05-17 06:26:45.176,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,2020-01-29
2020-10-25 07:01:42.736,Free Bird,4qsAYBCJnu2OkTKUVbbOF1,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),3THuBNp86ScbTXwpTmAbdw,2020-01-29
2020-09-06 16:34:18.460,Free Bird,4qsAYBCJnu2OkTKUVbbOF1,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),3THuBNp86ScbTXwpTmAbdw,2020-01-29
2020-03-08 15:27:07.505,Long Cool Woman (In a Black Dress) - 1999 Remaster,4OTw5splgMdlYklwHMHxLK,The Hollies,6waa8mKu91GjzD4NlONlNJ,Distant Light (Expanded Edition),37fVxdmMKreIb0FnffxjRI,2020-01-29
2020-03-26 17:03:12.712,Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,KISS,07XSN3sPlIlB2L2XNcTwJw,Dressed To Kill,1YCC4oZXg2zGn7pVSKVlGF,2020-01-29
2020-02-16 04:17:07.236,Bohemian Rhapsody - 2011 Mix,4u7EnebtmKWzUH433cf5Qv,Queen,1dfeR4HaWDbWqFHLkxsg1d,A Night At The Opera (2011 Remaster),1GbtB4zTqAsyfZEsm1RZfx,2020-01-29
2020-06-15 21:46:55.654,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-02-05 03:13:11.663,Tom Sawyer,3QZ7uX97s82HFYSmQUAN1D,Rush,2Hkut4rAAyrQxRdof7FVJq,Moving Pictures (2011 Remaster),2xg7iIKoSqaDNpDbJnyCjY,2020-01-29
2020-04-05 19:17:26.524,Smoke On The Water - Remastered 2012,5MMnwYs0hIxkENRsbkWJ2G,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,2020-01-29
2020-06-16 14:13:21.726,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-10-26 06:48:10.707,The Joker,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,The Joker,5uYNj1HkZrWKAkhEYcGmJr,2020-01-29
2020-07-11 02:42:55.014,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,2020-01-29
2020-09-14 03:59:55.660,House of the Rising Sun,4mn2kNTqiGLwaUR8JdhJ1l,The Animals,3ICflSq6ZgYAIrm2CTkfVP,The Singles Plus,1v4O55JGou3T0Vlj06fdXz,2020-01-29
2020-10-16 01:55:31.562,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-02-11 04:44:44.563,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,The Clash,3RGLhK1IP9jnYFH4BRFJBS,Combat Rock (Remastered),1ZH5g1RDq3GY1OvyD0w0s2,2020-01-29
2020-05-07 12:44:13.977,American Girl,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,Tom Petty & The Heartbreakers,6TLTd0P2CUI0Q29AQ1LyFi,2020-01-29
2020-07-01 15:49:17.183,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,2020-01-29
2020-08-09 05:31:53.404,Back on the Chain Gang - 2007 Remaster,4cMHCRLPNoEbpnl2rz6GS9,Pretenders,0GByy3DcfbQwDvXGCWmzv9,Learning to Crawl (Expanded & Remastered),48NYXFdasUBuSeO3RAolt3,2020-01-29
2020-09-04 23:11:02.715,Welcome To The Jungle,0bVtevEgtDIeRjCJbK3Lmv,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,3I9Z1nDCL4E0cP62flcbI5,2020-01-29
2020-05-08 01:17:42.793,Barracuda,4KfSdst7rW39C0sfhArdrz,Heart,34jw2BbxjoYalTp8cJFCPv,Little Queen,1LaeNhiUpL3X6N0LcFvuDF,2020-01-29
2020-02-21 04:14:44.516,Kashmir - Remaster,6Vjk8MNXpQpi0F4BefdTyq,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Physical Graffiti (Deluxe Edition),26tH0kjUhkxBEd3ipGkx3Y,2020-01-29
2020-10-26 11:46:35.788,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,The Beatles (Remastered),1klALx0u4AavZNEvC4LrTL,2020-01-29
2020-05-02 15:24:32.726,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,Elton John,3PhoLpVuITZKcymswpck5b,Honky Chateau,2ei2X6ghPnw7YRwQtAH075,2020-01-29
2020-03-02 17:02:03.582,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,Pearl (Legacy Edition),3j7nicLAWXM0Fb08q9XGyf,2020-01-29
2020-10-21 21:27:57.735,I Hate Myself for Loving You,2HXixVqzzm9rEUIMAWzshl,Joan Jett & The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,Up Your Alley,2pkv3nrNrwtUdT8VNWwt5U,2020-01-29
2020-02-26 06:09:46.652,Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Let's Dance (2018 Remaster),4NwG11AsDJluT732lSjMrV,2020-01-29
2020-02-20 20:37:56.362,Turn! Turn! Turn! (To Everything There Is a Season),5qBqBdfTEIWJwAS0Jm2F5R,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,Turn! Turn! Turn!,3v0i9qyogPoQEQj2bG6Fmn,2020-01-29
2020-03-18 17:59:01.360,Under Pressure - Remastered,2fuCquhmrzHpu5xcA1ci9x,Queen,1dfeR4HaWDbWqFHLkxsg1d,Hot Space (2011 Remaster),6reTSIf5MoBco62rk8T7Q1,2020-01-29
2020-03-10 23:27:11.249,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,Pearl (Legacy Edition),3j7nicLAWXM0Fb08q9XGyf,2020-01-29
2020-05-20 23:14:36.707,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,Kinks,08G3mGQXuHItbbsFAz50gJ,2020-01-29
2020-01-23 22:16:47.750,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Led Zeppelin III (Remaster),6P5QHz4XtxOmS5EuiGIPut,2020-01-29
2020-05-11 08:06:06.083,Riders on the Storm,14XWXWv5FoCbFzLksawpEe,The Doors,22WZ7M8sxp5THdruNY3gXt,L.A. Woman,7IKUTIc9UWuVngyGPtqNHS,2020-01-29
2020-03-04 13:49:19.606,"Paint It, Black - Mono",1RJeiAIwR9pZBgJA8ndZLL,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones In Mono (Remastered 2016),5nKpMsduwp5xqCKq2IbSKv,2020-01-29
2020-08-27 01:20:09.441,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,Ted Nugent,21ysNsPzHdqYN2fQ75ZswG,Ted Nugent,71SdSYZuuy7fCWbx0iqtac,2020-01-29
2020-04-10 09:32:00.139,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,Elton John,3PhoLpVuITZKcymswpck5b,Honky Chateau,2ei2X6ghPnw7YRwQtAH075,2020-01-29
2020-08-25 04:27:09.345,Back In The U.S.S.R. - Remastered 2009,0j3p1p06deJ7f9xmJ9yG22,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,The Beatles (Remastered),1klALx0u4AavZNEvC4LrTL,2020-01-29
2020-06-09 03:48:39.301,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,The Clash,3RGLhK1IP9jnYFH4BRFJBS,Combat Rock (Remastered),1ZH5g1RDq3GY1OvyD0w0s2,2020-01-29
2020-02-09 14:58:55.985,Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,Bella Donna (Deluxe Edition),3S404OgKoVQSJ3xXrDVlp8,2020-01-29
2020-02-17 02:42:06.561,Kashmir - Remaster,6Vjk8MNXpQpi0F4BefdTyq,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Physical Graffiti (Deluxe Edition),26tH0kjUhkxBEd3ipGkx3Y,2020-01-29
2020-05-25 20:03:43.464,Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Diamond Dogs (2016 Remaster),72mfhbEsMtXR6s7v9UhKe3,2020-01-29
2020-04-26 23:20:21.261,Peace of Mind,1GqlvSEtMx5xbGptxOTTyk,Boston,29kkCKKGXheHuoO829FxWK,Boston,2QLp07RO6anZHmtcKTEvSC,2020-01-29
2020-08-08 19:14:38.282,The Joker,1bp2IO61zbQrbWNmKKxg3f,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,The Joker,5uYNj1HkZrWKAkhEYcGmJr,2020-01-29
2020-03-28 23:23:31.029,Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,Steppenwolf,6GLHwIp1K3u1zdLOdPRG0W,2020-01-29
2020-02-18 09:07:11.759,Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,Kansas,2hl0xAkS2AIRAu23TVMBG1,Leftoverture (Expanded Edition),7MejfRSNnrpcLZIxkeZDqR,2020-01-29
2020-06-30 20:16:51.236,Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,2rc78XDH9zuJP6bm78lU8Z,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),5iIWnMgvSM8uEBwXKsPcXM,2020-01-29
2020-05-06 20:35:58.677,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,Electric Ladyland,5z090LQztiqh13wYspQvKQ,2020-01-29
2020-06-01 09:16:39.349,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,Led Zeppelin III (Remaster),6P5QHz4XtxOmS5EuiGIPut,2020-01-29
2020-02-19 16:34:22.854,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,711MCceyCBcFnzjGY4Q7Un,Back In Black,6mUdeDZCsExyJLMdAfDuwh,2020-01-29
2020-01-12 16:44:15.245,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,Toys In The Attic,36IxIOGEBAXVozDSiVs09B,2020-01-29
2020-09-24 22:47:20.585,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,2020-01-29
2020-09-12 14:59:54.183,Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,Steppenwolf,6GLHwIp1K3u1zdLOdPRG0W,2020-01-29
2020-02-21 23:11:21.393,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,AC/DC,711MCceyCBcFnzjGY4Q7Un,High Voltage,19AUoKWRAaQYrggVvdQnqq,2020-01-29
2020-08-03 21:50:16.633,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,Toulouse Street,2x1Yi30lsWJUoBj1kmovnm,2020-01-29
2020-05-15 06:32:27.461,Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,Diamond Dogs (2016 Remaster),72mfhbEsMtXR6s7v9UhKe3,2020-01-29
2020-06-11 02:25:26.223,Sunshine Of Your Love,6FRwDxXsvSasw0y2eDArsz,Cream,74oJ4qxwOZvX6oSsu1DGnw,Disraeli Gears,6fRqzJT070Kp9RWlSXmKcY,2020-01-29
2020-10-13 04:03:39.423,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,Prince,5a2EaR3hamoenG9rDuVn8j,Purple Rain,7nXJ5k4XgRj5OLg9m8V3zc,2020-01-29
2020-02-12 08:21:35.256,I Want You to Want Me,1JkZg3eMQTmTn93E8Yd3UL,Cheap Trick,1LB8qB5BPb3MHQrfkvifXU,In Color,2sXJQdHykPYcRQ7xFhwzMR,2020-01-29
2020-04-10 17:50:02.936,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,2020-01-29
2020-09-12 23:51:00.413,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,58lV9VcRSjABbAbfWS6skp,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t,2020-01-29
